index,question,match_time(s),matched_fields
148,易方达基金管理有限公司2020年成立了多少基金?,0.043,"基金基本信息表-成立日期, 基金基本信息表-管理人, 基金份额持有人结构表-公告日期, 基金规模变动表-公告日期, 基金份额持有人结构表-定期报告所属年度, 基金规模变动表-报告期基金总申购份额, 基金份额持有人结构表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
149,20190723港股下跌的股票家数有多少家?,0.033,"港股票日行情表-股票代码, 港股票日行情表-交易日, 港股票日行情表-成交量(股), 港股票日行情表-昨收盘(元), 港股票日行情表-最低价(元), 港股票日行情表-今开盘(元), 港股票日行情表-成交金额(元), 港股票日行情表-收盘价(元), A股票日行情表-成交量(股), 基金份额持有人结构表-报告类型"
150,20210930日，一级行业为机械的股票的成交金额合计是多少？取整。,0.042,"A股票日行情表-成交金额(元), 港股票日行情表-成交金额(元), A股票日行情表-成交量(股), 港股票日行情表-成交量(股), A股公司行业划分表-交易日期, A股票日行情表-今开盘(元), A股票日行情表-收盘价(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
151,20210607日，一级行业为公用事业的股票的成交量合计是多少？取整。,0.04,"港股票日行情表-成交量(股), A股票日行情表-成交量(股), A股票日行情表-成交金额(元), 港股票日行情表-成交金额(元), A股公司行业划分表-股票代码, A股公司行业划分表-一级行业名称, A股公司行业划分表-交易日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
152,我想知道鹏扬景科混合A基金，在2020年半年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,0.069,"基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金债券持仓明细表-基金简称, 基金股票持仓明细表-报告类型, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
153,针对2020年的年度报告，有多少家基金的个人投资者持有份额占比不足80%?,0.05,"基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-公告日期, 基金份额持有人结构表-机构投资者持有的基金份额, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-截止日期, 基金份额持有人结构表-基金简称, 基金份额持有人结构表-基金代码"
154,我想知道大成高新技术产业股票C基金，在2021年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,0.069,"基金股票持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-股票名称, 基金股票持仓明细表-数量, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
155,帮我查一下在2021年，代码为300238的A股股票今开盘高于昨收盘的天数？,0.05,"A股票日行情表-今开盘(元), A股票日行情表-股票代码, 基金股票持仓明细表-股票代码, A股票日行情表-昨收盘(元), 港股票日行情表-今开盘(元), A股票日行情表-交易日, A股票日行情表-最高价(元), A股票日行情表-收盘价(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
156,20210121日，开盘价较上一交易日最高价高的股票有多少只？（如上一交易日没有某只股票，则不统计在内）,0.063,"A股票日行情表-最高价(元), A股票日行情表-今开盘(元), A股票日行情表-成交量(股), A股票日行情表-交易日, 港股票日行情表-最高价(元), 港股票日行情表-交易日, 港股票日行情表-成交量(股), 港股票日行情表-今开盘(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
157,我想知道国寿安保国证创业板中盘精选88ETF基金，在2021年半年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,0.071,"基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金股票持仓明细表-第N大重仓股, 基金股票持仓明细表-基金简称, 基金基本信息表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
158,请帮我查询下股票代码为688010的股票在2019年内最高日收盘价是多少？,0.052,"A股票日行情表-最高价(元), 港股票日行情表-最高价(元), A股票日行情表-收盘价(元), A股票日行情表-昨收盘(元), A股票日行情表-交易日, 港股票日行情表-昨收盘(元), 港股票日行情表-交易日, 港股票日行情表-收盘价(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
159,我想知道2021年的中期报告中，机构投资者持有的份额占比超过66%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,0.078,"基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金规模变动表-报告期期末基金总份额, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-截止日期, 基金份额持有人结构表-公告日期, 基金份额持有人结构表-基金简称"
160,"请帮我查询下，在20200826，申万行业分类里一级行业为综合行业的所有股票里, 成交金额(元)最多的股票的代码是什么？成交金额是多少？",0.076,"A股票日行情表-成交金额(元), A股公司行业划分表-股票代码, 港股票日行情表-成交金额(元), A股票日行情表-成交量(股), 港股票日行情表-成交量(股), 基金股票持仓明细表-股票代码, A股公司行业划分表-交易日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
161,广发招财短债债券A基金在20190930且报告类型是季报的持债市值中，哪类债券市值最高？,0.056,"基金债券持仓明细表-持债市值, 基金债券持仓明细表-持债市值占基金资产净值比, 基金可转债持仓明细表-市值, 基金可转债持仓明细表-市值占基金资产净值比, 基金债券持仓明细表-第N大重仓股, 基金债券持仓明细表-债券名称, 基金债券持仓明细表-债券类型, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
162,我想知道浙江浙商证券资产管理有限公司在2019年成立了多少只管理费率小于0.8%的基金？,0.053,"基金基本信息表-管理费率, 基金基本信息表-管理人, 基金基本信息表-托管费率, 基金份额持有人结构表-公告日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额"
163,我想知道2021年的中期报告中，机构投资者持有的份额占比超过15%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,0.071,"基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金规模变动表-报告期期末基金总份额, 基金股票持仓明细表-数量, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-截止日期, 基金份额持有人结构表-公告日期"
164,创金合信鑫收益灵活配置混合E基金在20190930的季报里，前三大持仓占比的债券名称是什么?,0.054,"基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金债券持仓明细表-债券名称, 基金债券持仓明细表-基金简称, 基金债券持仓明细表-持债市值占基金资产净值比, 基金可转债持仓明细表-基金简称, 基金债券持仓明细表-债券类型, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
165,南方基金管理股份有限公司2019年成立了多少基金?,0.045,"基金基本信息表-成立日期, 基金基本信息表-管理人, 基金份额持有人结构表-公告日期, 基金份额持有人结构表-定期报告所属年度, 基金规模变动表-公告日期, 基金规模变动表-定期报告所属年度, 基金规模变动表-报告期期末基金总份额, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
166,请问股票代码为002641的股票在2021年内日成交量低于该股票当年平均日成交量的有多少个交易日？,0.055,"A股票日行情表-成交量(股), 港股票日行情表-成交量(股), A股票日行情表-交易日, 港股票日行情表-交易日, A股票日行情表-股票代码, A股票日行情表-成交金额(元), 基金股票持仓明细表-股票代码, 基金日行情表-交易日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
167,请问股票代码为603679的股票在2021年内日成交量低于该股票当年平均日成交量的有多少个交易日？,0.052,"港股票日行情表-成交量(股), A股票日行情表-成交量(股), A股票日行情表-股票代码, A股票日行情表-交易日, 港股票日行情表-交易日, 基金日行情表-交易日期, A股票日行情表-成交金额(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
168,帮我查询在2020年12月31日，代码为008376的基金前20大重仓股票中属于中信二级畜牧业行业的平均市值是多少？小数点后保留不超过3位。,0.077,"基金股票持仓明细表-市值, 基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-股票代码, 基金可转债持仓明细表-第N大重仓股, 基金股票持仓明细表-第N大重仓股, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
169,"请帮我查询下在2020年, 睿远基金管理有限公司管理的债券型基金中，持有过可转换债券的基金有多少只？",0.059,"基金可转债持仓明细表-数量, 基金可转债持仓明细表-市值, 基金可转债持仓明细表-债券名称, 基金可转债持仓明细表-第N大重仓股, 基金可转债持仓明细表-所在证券市场, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
170,我想知道在20200331的季报里，中银证券价值精选灵活配置混合投资的股票分别是哪些申万一级行业？,0.059,"基金股票持仓明细表-报告类型, A股公司行业划分表-股票代码, A股公司行业划分表-二级行业名称, 基金债券持仓明细表-第N大重仓股, A股公司行业划分表-一级行业名称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
171,请查询：在20201216，属于申万二级房屋建设行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,0.067,"A股票日行情表-成交金额(元), A股票日行情表-成交量(股), A股公司行业划分表-二级行业名称, 港股票日行情表-成交量(股), 港股票日行情表-成交金额(元), A股公司行业划分表-股票代码, A股公司行业划分表-一级行业名称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
172,"请查询：2021年12月年报(含半年报),持有17扬城建MTN001且是前10大重仓股的基金有几个？",0.056,"基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金股票持仓明细表-第N大重仓股, 基金股票持仓明细表-报告类型, 基金股票持仓明细表-数量, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
173,查询下基金代码009407的基金，它的托管人是？,0.038,"基金基本信息表-托管人, 基金基本信息表-管理人, 基金股票持仓明细表-基金代码, 基金债券持仓明细表-基金代码, 基金可转债持仓明细表-基金代码, 基金日行情表-基金代码, 基金份额持有人结构表-基金代码, 基金基本信息表-基金代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
174,易方达恒盛3个月定期开放混合基金在20200331的季报里，前三大持仓占比的债券名称是什么?,0.054,"基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金债券持仓明细表-债券名称, 基金债券持仓明细表-持债市值占基金资产净值比, 基金可转债持仓明细表-基金简称, 基金可转债持仓明细表-债券名称, 基金债券持仓明细表-持债市值, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
175,请帮我计算，在20210719，中信行业分类划分的一级行业为消费者服务行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,0.117,"A股公司行业划分表-股票代码, A股票日行情表-股票代码, A股票日行情表-成交量(股), A股公司行业划分表-一级行业名称, A股票日行情表-最高价(元), 港股票日行情表-股票代码, 港股票日行情表-成交量(股), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
176,"帮我算一下在20190408,代码为00326的港股日价格振幅是多少，小数点后保留不超过3位。",0.052,"港股票日行情表-今开盘(元), 港股票日行情表-昨收盘(元), 港股票日行情表-收盘价(元), 港股票日行情表-成交量(股), 港股票日行情表-成交金额(元), 港股票日行情表-交易日, 港股票日行情表-最高价(元), 港股票日行情表-最低价(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
177,20201211港股下跌的股票家数有多少家?,0.043,"港股票日行情表-交易日, 港股票日行情表-成交量(股), 港股票日行情表-股票代码, 港股票日行情表-最低价(元), 港股票日行情表-成交金额(元), 港股票日行情表-昨收盘(元), 港股票日行情表-今开盘(元), 港股票日行情表-收盘价(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
178,帮我查一下诺德短债债券C基金在20200331的资产净值和单位净值是多少?,0.042,"基金日行情表-资产净值, 基金可转债持仓明细表-基金简称, 基金债券持仓明细表-持债市值占基金资产净值比, 基金可转债持仓明细表-市值占基金资产净值比, 基金日行情表-单位净值, 基金规模变动表-基金简称, 基金债券持仓明细表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
179,广发聚荣一年持有期混合C基金在20211231的季报里，前三大持仓占比的债券名称是什么?,0.054,"基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金债券持仓明细表-持债市值占基金资产净值比, 基金债券持仓明细表-债券名称, 基金可转债持仓明细表-基金简称, 基金债券持仓明细表-持债市值, 基金可转债持仓明细表-债券名称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
180,请问2019年二季度有多少家基金是净申购?它们的净申购份额加起来是多少?请四舍五入保留小数点两位。,0.061,"基金规模变动表-报告期基金总申购份额, 基金规模变动表-报告期基金总赎回份额, 基金规模变动表-报告期期末基金总份额, 基金规模变动表-报告期期初基金总份额, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额"
181,"我想了解平安估值精选混合C基金,在2020年三季度的季报第5大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。",0.08,"基金可转债持仓明细表-第N大重仓股, 基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-第N大重仓股, 基金股票持仓明细表-基金简称, 基金股票持仓明细表-股票名称, 基金股票持仓明细表-市值占基金资产净值比, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
182,我想知道在20211231的季报里，中信保诚红利精选混合C投资的股票分别是哪些申万一级行业？,0.057,"A股公司行业划分表-行业划分标准, A股公司行业划分表-股票代码, A股公司行业划分表-一级行业名称, 基金股票持仓明细表-报告类型, A股公司行业划分表-二级行业名称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
183,2021年二季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。,0.059,"基金规模变动表-报告期基金总赎回份额, 基金规模变动表-报告期期末基金总份额, 基金日行情表-单位净值, 基金规模变动表-报告期基金总申购份额, 基金日行情表-复权单位净值, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
184,在2021年12月年报(含半年报)中，宝盈龙头优选股票A基金持有市值最多的前10只股票中，所在证券市场是上海证券交易所的有几个？,0.068,"基金股票持仓明细表-所在证券市场, 基金股票持仓明细表-市值, 基金可转债持仓明细表-所在证券市场, 基金股票持仓明细表-第N大重仓股, 基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-股票代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
185,请查询在20200623日期，中信行业分类下汽车一级行业中，当日收盘价波动最大（即最高价与最低价之差最大）的股票代码是什么？,0.07,"A股公司行业划分表-股票代码, A股票日行情表-股票代码, A股票日行情表-成交量(股), A股票日行情表-最高价(元), A股票日行情表-最低价(元), A股票日行情表-收盘价(元), 基金股票持仓明细表-股票代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
186,我想知道海富通基金管理有限公司在2020年成立了多少只管理费率小于0.8%的基金？,0.052,"基金基本信息表-管理人, 基金基本信息表-管理费率, 基金基本信息表-托管费率, 基金份额持有人结构表-公告日期, 基金日行情表-资产净值, 基金基本信息表-托管人, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
187,在2020年12月30日，使用中信行业分类标准，股票代码002319是属于哪个一级行业的?,0.052,"A股公司行业划分表-行业划分标准, A股公司行业划分表-一级行业名称, A股公司行业划分表-二级行业名称, A股公司行业划分表-股票代码, A股公司行业划分表-交易日期, A股票日行情表-股票代码, 基金股票持仓明细表-股票代码, 基金股票持仓明细表-所属国家(地区), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
188,请问在休闲服务行业，20190119行业的A股公司有多少?,0.051,"A股公司行业划分表-股票代码, A股公司行业划分表-一级行业名称, A股公司行业划分表-二级行业名称, A股公司行业划分表-交易日期, A股公司行业划分表-行业划分标准, A股票日行情表-成交量(股), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
189,股票688200在20200227日期中的收盘价是多少?（小数点保留3位）,0.05,"A股票日行情表-收盘价(元), A股票日行情表-昨收盘(元), 港股票日行情表-昨收盘(元), A股票日行情表-今开盘(元), 港股票日行情表-收盘价(元), A股票日行情表-成交量(股), 港股票日行情表-今开盘(元), A股票日行情表-最高价(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
190,2020年三季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。,0.056,"基金规模变动表-报告期基金总赎回份额, 基金规模变动表-报告期期末基金总份额, 基金规模变动表-报告期基金总申购份额, 基金规模变动表-报告期期初基金总份额, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额"
191,在2019年12月季报中，持有中国移动这一股票且市值占基金资产净值比不小于5%的有几只基金？,0.052,"基金股票持仓明细表-市值占基金资产净值比, 基金股票持仓明细表-市值, 基金规模变动表-报告期期末基金总份额, 基金可转债持仓明细表-市值占基金资产净值比, 基金股票持仓明细表-数量, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
192,帮我查一下南方景气驱动混合A基金在20211213的资产净值和单位净值是多少?,0.05,"基金日行情表-资产净值, 基金日行情表-单位净值, 基金日行情表-复权单位净值, 基金可转债持仓明细表-市值占基金资产净值比, 基金日行情表-累计单位净值, 基金股票持仓明细表-市值, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
193,2020年中期报告里，国泰基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?,0.065,"基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-公告日期, 基金规模变动表-报告期期末基金总份额, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-截止日期, 基金份额持有人结构表-基金简称"
194,我想知道申万菱信量化对冲策略灵活配置混合基金在20211231的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,0.083,"基金可转债持仓明细表-第N大重仓股, 基金可转债持仓明细表-市值占基金资产净值比, 基金可转债持仓明细表-市值, 基金可转债持仓明细表-数量, 基金可转债持仓明细表-基金简称, 基金可转债持仓明细表-所在证券市场, 基金债券持仓明细表-第N大重仓股, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
195,"请帮我查询下在2021年, 嘉实基金管理有限公司管理的债券型基金中，持有过可交换公司债券的基金有多少只？",0.066,"基金可转债持仓明细表-数量, 基金债券持仓明细表-债券名称, 基金债券持仓明细表-持债数量, 基金可转债持仓明细表-所在证券市场, 基金可转债持仓明细表-第N大重仓股, 基金可转债持仓明细表-市值, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
196,我想知道海富通安益对冲策略灵活配置混合C基金在20211231的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,0.076,"基金可转债持仓明细表-第N大重仓股, 基金可转债持仓明细表-基金简称, 基金可转债持仓明细表-市值占基金资产净值比, 基金可转债持仓明细表-市值, 基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-所在证券市场, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
197,我想知道国泰民福策略价值灵活配置混合A基金在20200630的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,0.075,"基金可转债持仓明细表-第N大重仓股, 基金可转债持仓明细表-市值, 基金可转债持仓明细表-市值占基金资产净值比, 基金可转债持仓明细表-所在证券市场, 基金可转债持仓明细表-持仓日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
